index,cycle_number,file_number,test_time,state,current,voltage,step_index,method,substep_index,cycle_capacity,cycle_energy,date_stamp,step_time,charge_capacity,discharge_Capacity
0,0,0,0,hold,0,3.4259556,0,rest,0,0,0,43374.42,0,0,0
1,0,0,10.002,hold,0,3.42641337,0,rest,0,0,0,43374.42,10.002,0,0
2,0,0,19.998,hold,0,3.42626078,0,rest,0,0,0,43374.42,9.996,0,0
3,0,0,30,hold,0,3.42656596,0,rest,0,0,0,43374.42,10.002,0,0
4,0,0,40.002,hold,0,3.42656596,0,rest,0,0,0,43374.42,10.002,0,0
5,0,0,49.998,hold,0,3.42641337,0,rest,0,0,0,43374.42,9.996,0,0
6,0,0,60,hold,0,3.42641337,0,rest,0,0,0,43374.42,10.002,0,0
7,0,0,70.002,hold,0,3.42641337,0,rest,0,0,0,43374.42,10.002,0,0
8,0,0,79.998,hold,0,3.42641337,0,rest,0,0,0,43374.42,9.99600000000001,0,0
9,0,0,90,hold,0,3.42641337,0,rest,0,0,0,43374.42,10.002,0,0
10,0,0,100.002,hold,0,3.42641337,0,rest,0,0,0,43374.42,10.002,0,0
11,0,0,109.998,hold,0,3.42641337,0,rest,0,0,0,43374.42,9.99600000000001,0,0
12,0,0,120,hold,0,3.42641337,0,rest,0,0,0,43374.42,10.002,0,0
13,1,0,120.06,charging,-0.0510414282,3.44121462,0,other,0,0,0,43374.42,0.0600000000000023,0,0
14,1,0,157.35,charging,-0.0499977111,3.46120394,0,other,0,-0.00052329854229125,-0.00180595875838372,43374.42,37.29,0,0
15,1,0,254.7,charging,-0.05,3.48119326,0,other,0,-0.00187535092778917,-0.00649920141536384,43374.42,97.35,0,0
16,1,0,417.72,charging,-0.05,3.50118257,0,constant_current,1,-0.00413951759445583,-0.0144038327195763,43374.42,163.02,0,0
17,1,0,717.72,charging,-0.05,3.51216907,0,constant_current,1,-0.0083061842611225,-0.0290149819695763,43374.42,300,0,0
18,1,0,1017.72,charging,-0.0499977111,3.51873045,0,constant_current,1,-0.0124727555569558,-0.0436623537186544,43374.42,300,0,0
19,1,0,1317.72,charging,-0.0499977111,3.52498665,0,constant_current,1,-0.0166392314819558,-0.0583360925784848,43374.42,300,0,0
20,1,0,1617.72,charging,-0.0500022889,3.53154803,0,constant_current,1,-0.0208058981486225,-0.0730372071209157,43374.42,300,0,0
21,1,0,1917.72,charging,-0.0499954223,3.53841459,0,constant_current,1,-0.0249724694486225,-0.0877659578109081,43374.42,300,0,0
22,1,0,2217.72,charging,-0.0499954223,3.54695964,0,constant_current,1,-0.0291387546402892,-0.102525802676841,43374.42,300,0,0
23,1,0,2517.72,charging,-0.0499977111,3.55718318,0,constant_current,1,-0.0333051351986225,-0.117325084428769,43374.42,300,0,0
24,1,0,2817.72,charging,-0.0499931334,3.56878004,0,constant_current,1,-0.0374714203861225,-0.132169480827869,43374.42,300,0,0
25,1,0,3117.72,charging,-0.0500022889,3.57976654,0,constant_current,1,-0.0416378963152892,-0.147061606550478,43374.42,300,0,0
26,1,0,3417.72,charging,-0.0499977111,3.59105821,0,constant_current,1,-0.0458045629819558,-0.162000823702748,43374.42,300,0,0
27,1,0,3717.72,charging,-0.0500022889,3.60234989,0,constant_current,1,-0.0499712296486225,-0.176987091654645,43374.42,300,0,0
28,1,0,4017.72,charging,-0.0499908446,3.6130312,0,constant_current,1,-0.0541376102111225,-0.192018100870179,43374.42,300,0,0
29,1,0,4317.72,charging,-0.0500045777,3.62203403,0,constant_current,1,-0.0583040861402892,-0.207090466009318,43374.42,300,0,0
30,1,0,4617.72,charging,-0.0499954223,3.63241016,0,constant_current,1,-0.0624707528069558,-0.222203889426034,43374.42,300,0,0
31,1,0,4917.72,charging,-0.0499931334,3.6427863,0,constant_current,1,-0.0666369426277892,-0.237358813649351,43374.42,300,0,0
32,1,0,5217.72,charging,-0.0500022889,3.6505684,0,constant_current,1,-0.0708034185569558,-0.252552608533918,43374.42,300,0,0
33,1,0,5517.72,charging,-0.05,3.65636683,0,constant_current,1,-0.0749701805944558,-0.267775738420835,43374.42,300,0,0
34,1,0,5817.72,charging,-0.05,3.66201266,0,constant_current,1,-0.0791368472611225,-0.283022362358335,43374.42,300,0,0
35,1,0,6117.72,charging,-0.05,3.66750591,0,constant_current,1,-0.0833035139277892,-0.298292192712502,43374.42,300,0,0
36,1,0,6417.72,charging,-0.0500045777,3.67269398,0,constant_current,1,-0.0874703713319559,-0.313584976337136,43374.42,300,0,0
37,1,0,6717.72,charging,-0.0500022889,3.67696651,0,constant_current,1,-0.0916373241069558,-0.328897820220465,43374.42,300,0,0
38,1,0,7017.72,charging,-0.0500068666,3.68139162,0,constant_current,1,-0.0958043722527892,-0.344229136943479,43374.42,300,0,0
39,1,0,7317.72,charging,-0.0500022889,3.68566415,0,constant_current,1,-0.0999714203986225,-0.359578574579328,43374.42,300,0,0
40,1,0,7617.72,charging,-0.0499977111,3.68993668,0,constant_current,1,-0.104138087065289,-0.374944409234353,43374.42,300,0,0
41,1,0,7917.72,charging,-0.0500045777,3.69451438,0,constant_current,1,-0.108304849098622,-0.39032903504612,43374.42,300,0,0
42,1,0,8217.72,charging,-0.0499977111,3.69909209,0,constant_current,1,-0.112471611131956,-0.405732733755561,43374.42,299.999999999999,0,0
43,1,0,8517.72,charging,-0.05,3.70366979,0,constant_current,1,-0.116638182427789,-0.4211548015534,43374.42,300,0,0
44,1,0,8817.72,charging,-0.0499977111,3.70855268,0,constant_current,1,-0.120804753723622,-0.436596578011473,43374.42,300,0,0
45,1,0,9117.72,charging,-0.0499931334,3.71343557,0,constant_current,1,-0.124971038911122,-0.452057637399685,43374.42,300,0,0
46,1,0,9417.72,charging,-0.05,3.71877623,0,constant_current,1,-0.129137419469456,-0.467540349538157,43374.42,300,0,0
47,1,0,9717.72,charging,-0.0499977111,3.72411688,0,constant_current,1,-0.133303990765289,-0.483046021678526,43374.42,300,0,0
48,1,0,10017.72,charging,-0.0499954223,3.72945754,0,constant_current,1,-0.137470371323622,-0.498573235200655,43374.42,300,0,0
49,1,0,10317.72,charging,-0.0499954223,3.73510338,0,constant_current,1,-0.141636656515289,-0.5141229800123,43374.42,300,0,0
50,1,0,10617.72,charging,-0.05,3.7410544,0,constant_current,1,-0.145803132444456,-0.529697596296353,43374.42,300,0,0
51,1,0,10917.72,charging,-0.0499977111,3.74715801,0,constant_current,1,-0.149969703740289,-0.545297681447604,43374.42,300,0,0
52,1,0,11217.72,charging,-0.05,3.7535668,0,constant_current,1,-0.154136275036122,-0.560923834098855,43374.42,300,0,0
53,1,0,11517.72,charging,-0.05,3.76043336,0,constant_current,1,-0.158302941702789,-0.576578001098855,43374.42,300,0,0
54,1,0,11817.72,charging,-0.0499954223,3.76745251,0,constant_current,1,-0.162469417631956,-0.592260378066882,43374.42,300,0,0
55,1,0,12117.72,charging,-0.0499977111,3.77477684,0,constant_current,1,-0.166635798190289,-0.607972277281296,43374.42,300,0,0
56,1,0,12417.72,charging,-0.0500068666,3.78271153,0,constant_current,1,-0.170802655594456,-0.623717766980474,43374.42,300,0,0
57,1,0,12717.72,charging,-0.0499977111,3.79140917,0,constant_current,1,-0.174969512998622,-0.639497905780914,43374.42,300,0,0
58,1,0,13017.72,charging,-0.05,3.80056458,0,constant_current,1,-0.179136084294456,-0.655314156170228,43374.42,300,0,0
59,1,0,13317.72,charging,-0.0500045777,3.81094072,0,constant_current,1,-0.183302941698622,-0.671172185767867,43374.42,300,0,0
60,1,0,13617.72,charging,-0.0500045777,3.8220798,0,constant_current,1,-0.187469989840289,-0.687075767754452,43374.42,300,0,0
61,1,0,13917.72,charging,-0.0499954223,3.83474479,0,constant_current,1,-0.191636656506956,-0.703027483234597,43374.42,300,0,0
62,1,0,14217.72,charging,-0.0500045777,3.84756237,0,constant_current,1,-0.195803323173622,-0.719032292262723,43374.42,300,0,0
63,1,0,14517.72,charging,-0.05,3.85992218,0,constant_current,1,-0.199970180577789,-0.735090285616317,43374.42,300,0,0
64,1,0,14817.72,charging,-0.0499954223,3.87151904,0,constant_current,1,-0.204136656506956,-0.751196716380788,43374.42,300,0,0
65,1,0,15117.72,charging,-0.0499954223,3.88250553,0,constant_current,1,-0.208302941698622,-0.767349455251693,43374.42,300,0,0
66,1,0,15417.72,charging,-0.0499954223,3.89288167,0,constant_current,1,-0.212469226890289,-0.78354669552711,43374.42,300,0,0
67,1,0,15717.72,charging,-0.0500022889,3.90341039,0,constant_current,1,-0.216635798190289,-0.799788600405095,43374.42,300,0,0
68,1,0,16017.72,charging,-0.05,3.91409171,0,constant_current,1,-0.220802560227789,-0.81607543538493,43374.42,300,0,0
69,1,0,16317.72,charging,-0.0500022889,3.92477302,0,constant_current,1,-0.224969322265289,-0.832406777881303,43374.42,300,0,0
70,1,0,16617.72,charging,-0.05,3.93621729,0,constant_current,1,-0.229136084302789,-0.84878421533601,43374.42,300.000000000002,0,0
71,1,0,16917.72,charging,-0.0500045777,3.94750896,0,constant_current,1,-0.233302941706956,-0.8652093979615,43374.42,300,0,0
72,1,0,17217.72,charging,-0.0499977111,3.95895323,0,constant_current,1,-0.237469703740289,-0.881681569559989,43374.42,300,0,0
73,1,0,17517.72,charging,-0.05,3.97116045,0,constant_current,1,-0.241636275036122,-0.898202262157987,43374.42,300,0,0
74,1,0,17817.72,charging,-0.0499977111,3.98336767,0,constant_current,1,-0.245802846331956,-0.914773815844226,43374.42,300,0,0
75,1,0,18117.72,charging,-0.0499954223,3.99588006,0,constant_current,1,-0.249969226890289,-0.931396106553792,43374.42,300,0,0
76,1,0,18417.72,charging,-0.0499977111,4.00854505,0,constant_current,1,-0.254135607448622,-0.948070847737171,43374.42,300,0,0
77,1,0,18717.72,charging,-0.0500022889,4.02166781,0,constant_current,1,-0.258302274115289,-0.964800459113699,43374.42,300,0,0
78,1,0,19017.72,charging,-0.0499977111,4.03479057,0,constant_current,1,-0.262468940781956,-0.981584746153837,43374.42,300,0,0
79,1,0,19317.72,charging,-0.0499954223,4.0483711,0,constant_current,1,-0.266635321340289,-0.998423509322149,43374.42,300,0,0
80,1,0,19617.72,charging,-0.0499977111,4.06210422,0,constant_current,1,-0.270801701898622,-1.01531917332304,43374.42,300,0,0
81,1,0,19917.72,charging,-0.05,4.07598993,0,constant_current,1,-0.274968273194456,-1.03227314872927,43374.42,300,0,0
82,1,0,20217.72,charging,-0.0500045777,4.08987564,0,constant_voltage,2,-0.279135130598622,-1.04928614875943,43374.42,300,0,0
83,1,0,20517.72,charging,-0.0382307164,4.09994659,0,constant_voltage,2,-0.282811601186122,-1.06433849874114,43374.42,300,0,0
84,1,0,20526.162,charging,-0.0374959945,4.10009918,0,constant_voltage,2,-0.282900390754653,-1.06470253793834,43374.42,8.4419999999991,0,0
85,1,0,20526.168,hold,0,4.09384298,1,rest,3,-0.282900422001315,-1.06470266605275,43374.42,0.00600000000122236,0,0
86,1,0,20536.17,hold,0,4.09063859,1,rest,3,-0.282900422001315,-1.06470266605275,43374.42,10.0019999999968,0,0
87,1,0,20546.172,hold,0,4.08926528,1,rest,3,-0.282900422001315,-1.06470266605275,43374.42,10.0020000000004,0,0
88,1,0,20556.168,hold,0,4.08819715,1,rest,3,-0.282900422001315,-1.06470266605275,43374.42,9.99600000000282,0,0
89,1,0,20566.17,hold,0,4.0874342,1,rest,3,-0.282900422001315,-1.06470266605275,43374.42,10.0019999999968,0,0
90,1,0,20576.172,hold,0,4.08667124,1,rest,3,-0.282900422001315,-1.06470266605275,43374.42,10.0020000000004,0,0
91,1,0,20586.168,hold,0,4.08590829,1,rest,3,-0.282900422001315,-1.06470266605275,43374.42,9.99600000000282,0,0
92,1,0,20596.17,hold,0,4.08560311,1,rest,3,-0.282900422001315,-1.06470266605275,43374.42,10.0019999999968,0,0
93,1,0,20606.172,hold,0,4.08499275,1,rest,3,-0.282900422001315,-1.06470266605275,43374.42,10.0020000000004,0,0
94,1,0,20616.168,hold,0,4.08453498,1,rest,3,-0.282900422001315,-1.06470266605275,43374.42,9.99600000000282,0,0
95,1,0,20626.17,hold,0,4.08407721,1,rest,3,-0.282900422001315,-1.06470266605275,43374.42,10.0019999999968,0,0
96,1,0,20636.172,hold,0,4.08377203,1,rest,3,-0.282900422001315,-1.06470266605275,43374.42,10.0020000000004,0,0
97,1,0,20646.162,hold,0,4.08361944,1,rest,3,-0.282900422001315,-1.06470266605275,43374.42,9.9900000000016,0,0
98,1,0,20646.198,discharging,0.0500526436,4.0749218,2,constant_voltage,4,-0.282900171738097,-1.06470164624971,43374.42,0.0360000000000582,0,0
99,1,0,20767.332,discharging,0.05,4.05493248,2,constant_voltage,4,-0.28121686938673,-1.05785913598469,43374.42,121.133999999998,0,0
100,1,0,21033.96,discharging,0.0500022889,4.03494316,2,constant_voltage,4,-0.277513617958281,-1.04287971507196,43374.42,266.628000000001,0,0
101,1,0,21333.96,discharging,0.0500022889,4.01693751,2,constant_voltage,4,-0.273346760549948,-1.02610419576156,43374.42,300,0,0
102,1,0,21633.96,discharging,0.0499977111,4.00030518,2,other,5,-0.269180093883281,-1.00940160523782,43374.42,300,0,0
103,1,0,21933.96,discharging,0.0500045777,3.98458839,2,other,5,-0.265013331849948,-0.992766031802328,43374.42,300,0,0
104,1,0,22233.96,discharging,0.0499977111,3.96963455,2,other,5,-0.260846569816615,-0.976194352587588,43374.42,300,0,0
105,1,0,22533.96,discharging,0.0500022889,3.95498589,2,other,5,-0.256679903149948,-0.959684728067976,43374.42,300,0,0
106,1,0,22833.96,discharging,0.0499977111,3.940795,2,other,5,-0.252513236483281,-0.943235183193746,43374.42,300,0,0
107,1,0,23133.96,discharging,0.05,3.92706188,2,other,5,-0.248346665187448,-0.926844190530649,43374.42,300,0,0
108,1,0,23433.96,discharging,0.0499977111,3.91348135,2,other,5,-0.244180093891615,-0.910510098700127,43374.42,300,0,0
109,1,0,23733.96,discharging,0.05,3.90035859,2,other,5,-0.240013522595781,-0.894231638723771,43374.42,300,0,0
110,1,0,24033.96,discharging,0.0499977111,3.88738842,2,other,5,-0.235846951299948,-0.878007536529744,43374.42,300,0,0
111,1,0,24333.96,discharging,0.0499977111,3.87457084,2,other,5,-0.231680475374948,-0.861837528335933,43374.42,300,0,0
112,1,0,24633.96,discharging,0.0499954223,3.86190585,2,other,5,-0.227514094816615,-0.845720974696417,43374.42,300,0,0
113,1,0,24933.96,discharging,0.0500022889,3.84954604,2,other,5,-0.223347523516615,-0.829655819401437,43374.42,300,0,0
114,1,0,25233.96,discharging,0.0499954223,3.83688106,2,other,5,-0.219180952216615,-0.813642794312458,43374.42,300,0,0
115,1,0,25533.96,discharging,0.0499977111,3.82406348,2,other,5,-0.215014571658281,-0.79768358972868,43374.42,300,0,0
116,1,0,25833.96,discharging,0.0499977111,3.81109331,2,other,5,-0.210848095733281,-0.781777741254112,43374.42,300,0,0
117,1,0,26133.96,discharging,0.0499977111,3.79797055,2,other,5,-0.206681619808281,-0.765926250561873,43374.42,300,0,0
118,1,0,26433.96,discharging,0.0499954223,3.78423743,2,other,5,-0.202515239249948,-0.750131067948476,43374.42,300,0,0
119,1,0,26733.96,discharging,0.0499977111,3.77096208,2,other,5,-0.198348858691615,-0.734392150405093,43374.42,300,0,0
120,1,0,27033.96,discharging,0.05,3.75783932,2,other,5,-0.194182287395781,-0.718707507128222,43374.42,300,0,0
121,1,0,27333.96,discharging,0.0499977111,3.74624247,2,other,5,-0.190015716099948,-0.703074360681322,43374.42,300,0,0
122,1,0,27633.96,discharging,0.0499908446,3.73556115,2,constant_voltage,6,-0.185849526279115,-0.687489052111777,43374.42,300,0,0
123,1,0,27933.96,discharging,0.0499977111,3.72564279,2,constant_voltage,6,-0.181683336458281,-0.671946657577625,43374.42,300,0,0
124,1,0,28233.96,discharging,0.0499977111,3.71663996,2,constant_voltage,6,-0.177516860533281,-0.656442611625166,43374.42,300,0,0
125,1,0,28533.96,discharging,0.05,3.70794232,2,constant_voltage,6,-0.173350289237448,-0.640975086334216,43374.42,300,0,0
126,1,0,28833.96,discharging,0.0499977111,3.70016022,2,constant_voltage,6,-0.169183717941615,-0.625541892263247,43374.42,300,0,0
127,1,0,29133.96,discharging,0.0500022889,3.69283589,2,constant_voltage,6,-0.165017051274948,-0.610139817732607,43374.42,300,0,0
128,1,0,29433.96,discharging,0.0500022889,3.68581674,2,constant_voltage,6,-0.160850193866615,-0.59476692104519,43374.42,300,0,0
129,1,0,29733.96,discharging,0.0499954223,3.67895018,2,constant_voltage,6,-0.156683622566615,-0.57942400682287,43374.42,300,0,0
130,1,0,30033.96,discharging,0.05,3.6723888,2,constant_voltage,6,-0.152517146637448,-0.564109418994963,43374.42,300,0,0
131,1,0,30333.96,discharging,0.0500045777,3.66598001,2,constant_voltage,6,-0.148350289233281,-0.548820451400934,43374.42,300,0,0
132,1,0,30633.96,discharging,0.0499977111,3.66002899,2,constant_voltage,6,-0.144183527199948,-0.533557582471087,43374.42,300,0,0
133,1,0,30933.96,discharging,0.0499977111,3.65423056,2,constant_voltage,6,-0.140017051274948,-0.518320239308948,43374.42,300,0,0
134,1,0,31233.96,discharging,0.0500022889,3.64873732,2,constant_voltage,6,-0.135850384608281,-0.503105723416177,43374.42,300,0,0
135,1,0,31533.96,discharging,0.0499977111,3.64309148,2,constant_voltage,6,-0.131683717941615,-0.487914412877728,43374.42,300,0,0
136,1,0,31833.96,discharging,0.0499954223,3.63790341,2,constant_voltage,6,-0.127517337383281,-0.472746714852833,43374.42,300,0,0
137,1,0,32133.96,discharging,0.0499931334,3.63256275,2,constant_voltage,6,-0.123351147562448,-0.457601643543909,43374.42,300,0,0
138,1,0,32433.96,discharging,0.0500022889,3.6272221,2,constant_voltage,6,-0.119184671633281,-0.442477785148356,43374.42,300,0,0
139,1,0,32733.96,discharging,0.0499954223,3.62203403,2,constant_voltage,6,-0.115018100333281,-0.427375513137377,43374.42,300,0,0
140,1,0,33033.96,discharging,0.0499931334,3.61669337,2,constant_voltage,6,-0.110851910512448,-0.412296556677872,43374.42,300,0,0
141,1,0,33333.96,discharging,0.0499977111,3.61120012,2,constant_voltage,6,-0.106685625324948,-0.397239824409649,43374.42,300,0,0
142,1,0,33633.96,discharging,0.0499977111,3.60570687,2,constant_voltage,6,-0.102519149399948,-0.38220528979625,43374.42,300,0,0
143,1,0,33933.96,discharging,0.0500022889,3.59990845,2,constant_voltage,6,-0.0983524827332813,-0.367193591765916,43374.42,300,0,0
144,1,0,34233.96,discharging,0.0500022889,3.59395743,2,constant_voltage,6,-0.094185625324948,-0.352205685097599,43374.42,300,0,0
145,1,0,34533.96,discharging,0.0500045777,3.58785382,2,constant_voltage,6,-0.090018672549948,-0.337242551229783,43374.42,300,0,0
146,1,0,34833.96,discharging,0.0500045777,3.58129244,2,constant_voltage,6,-0.0858516244082813,-0.322305462429748,43374.42,300,0,0
147,1,0,35133.96,discharging,0.0499977111,3.57442588,2,constant_voltage,6,-0.081684862374948,-0.307397373738956,43374.42,300,0,0
148,1,0,35433.96,discharging,0.0499977111,3.56725414,2,constant_voltage,6,-0.077518386449948,-0.292519554805264,43374.42,300,0,0
149,1,0,35733.96,discharging,0.05,3.55931945,2,constant_voltage,6,-0.0733518151541147,-0.277672866704764,43374.42,300,0,0
150,1,0,36033.96,discharging,0.0499931334,3.55138476,2,constant_voltage,6,-0.0691854345957813,-0.262859915681372,43374.42,300,0,0
151,1,0,36333.96,discharging,0.0499954223,3.54268711,2,constant_voltage,6,-0.065019244774948,-0.248082291089596,43374.42,300,0,0
152,1,0,36633.96,discharging,0.0500045777,3.53337911,2,constant_voltage,6,-0.0608525781082814,-0.233340488239981,43374.42,300,0,0
153,1,0,36933.96,discharging,0.0499977111,3.5226978,2,constant_voltage,6,-0.056685816074948,-0.218639990025541,43374.42,300,0,0
154,1,0,37233.96,discharging,0.0500022889,3.51049058,2,constant_voltage,6,-0.0525191494082813,-0.203987515398087,43374.42,300,0,0
155,1,0,37533.96,discharging,0.05,3.49736782,2,constant_voltage,6,-0.0483523873707813,-0.189387475599675,43374.42,300,0,0
156,1,0,37833.96,discharging,0.05,3.48332952,2,constant_voltage,6,-0.0441857207041147,-0.174844356141342,43374.42,300,0,0
157,1,0,38133.96,discharging,0.0499977111,3.47020676,2,constant_voltage,6,-0.0400191494082813,-0.160358153181186,43374.42,300,0,0
158,1,0,38433.96,discharging,0.0500045777,3.46120394,2,constant_voltage,6,-0.035852387374948,-0.145917384997977,43374.42,300,0,0
159,1,0,38733.96,discharging,0.0500045777,3.45357443,2,constant_voltage,6,-0.0316853392332813,-0.131510277819604,43374.42,300,0,0
160,1,0,39033.96,discharging,0.0499954223,3.4462501,2,constant_voltage,6,-0.0275186725666147,-0.117135641985079,43374.42,300,0,0
161,1,0,39333.96,discharging,0.0500045777,3.43801022,2,constant_voltage,6,-0.023352005899948,-0.102793434556734,43374.42,300,0,0
162,1,0,39633.96,discharging,0.0500022889,3.42885481,2,constant_voltage,6,-0.019185053124948,-0.0884864829740187,43374.42,300,0,0
163,1,0,39933.96,discharging,0.05,3.41634241,2,constant_voltage,6,-0.015018291087448,-0.0742253284196114,43374.42,300,0,0
164,1,0,40233.96,discharging,0.0500022889,3.39864195,2,constant_voltage,6,-0.010851529049948,-0.0600271202049631,43374.42,300,0,0
165,1,0,40448.55,discharging,0.0500022889,3.37850004,2,constant_voltage,6,-0.00787097594576712,-0.0499273044070785,43374.42,214.590000000004,0,0
166,1,0,40607.13,discharging,0.0499977111,3.35835813,2,constant_voltage,6,-0.0056684759457672,-0.0425083383319517,43374.42,158.579999999994,0,0
167,1,0,40734.342,discharging,0.0499977111,3.33836881,2,constant_voltage,6,-0.0039017234945301,-0.0365926089636965,43374.42,127.212,0,0
168,1,0,40843.968,discharging,0.0499954223,3.31837949,2,constant_voltage,6,-0.00237924471090398,-0.0315252295880491,43374.42,109.626000000004,0,0
169,1,0,40943.16,discharging,0.0499977111,3.29839017,2,constant_voltage,6,-0.00100167264309671,-0.0269676913718357,43374.42,99.1920000000027,0,0
170,1,0,41032.02,discharging,0.0499977111,3.27840085,2,constant_voltage,6,0.000232437525888295,-0.0229094490333001,43374.42,88.8599999999933,0,0
171,1,0,41114.328,discharging,0.0499977111,3.25841154,2,constant_voltage,6,0.00137555186067136,-0.0191732870599018,43374.42,82.3080000000045,0,0
172,1,0,41190.798,discharging,0.0499954223,3.23842222,2,constant_voltage,6,0.00243756226499044,-0.0157234342928163,43374.42,76.4700000000012,0,0
173,1,0,41262.18,discharging,0.0500045777,3.2184329,2,constant_voltage,6,0.00342897893165718,-0.0125227183099029,43374.42,71.3819999999978,0,0
174,1,0,41327.562,discharging,0.0499977111,3.19844358,2,other,7,0.00433708304920181,-0.00960912171005975,43374.42,65.3819999999978,0,0
175,1,0,41388.75,discharging,0.05,3.17845426,2,other,7,0.00518689693070001,-0.00689953375181031,43374.42,61.1880000000019,0,0
176,1,0,41446.188,discharging,0.0500068666,3.15831235,2,other,7,0.00598470170900153,-0.00437178296326033,43374.42,57.4380000000019,0,0
177,1,0,41500.41,discharging,0.0499977111,3.13832303,2,other,7,0.00673781951623054,-0.00200072815898999,43374.42,54.2220000000016,0,0
178,1,0,41550.63,discharging,0.0499954223,3.11818112,2,other,7,0.00743527162169555,0.00018107799792062,43374.42,50.2199999999939,0,0
179,1,0,41598.618,discharging,0.05,3.09803922,2,other,7,0.00810174111132512,0.00225253828936457,43374.42,47.9880000000048,0,0
180,1,0,41642.82,discharging,0.0499954223,3.0780499,2,other,7,0.0087156296747285,0.00414825380891116,43374.42,44.2019999999975,0,0
181,1,0,41684.1,discharging,0.0499931334,3.05806058,2,other,7,0.00928889739407515,0.00590707097033569,43374.42,41.2799999999988,0,0
182,1,0,41722.86,discharging,0.0500022889,3.03807126,2,other,7,0.00982720608412351,0.00754787085030406,43374.42,38.760000000002,0,0
183,1,0,41759.178,discharging,0.0499977111,3.01808194,2,other,7,0.0103316227507902,0.00907528338607591,43374.42,36.3179999999993,0,0
184,1,0,41793.408,discharging,0.0500022889,2.99809262,2,other,7,0.0108070394174568,0.0105053779962557,43374.42,34.2300000000032,0,0
185,1,0,41825.688,discharging,0.05,2.9781033,2,other,7,0.0112553830126918,0.0118450726811207,43374.42,32.2799999999988,0,0
186,1,0,41856,discharging,0.0499977111,2.95796139,2,other,7,0.0116763733764228,0.0130945857946542,43374.42,30.3119999999981,0,0
187,1,0,41884.482,discharging,0.05,2.93797208,2,other,7,0.0120719476552493,0.0142607255193596,43374.42,28.4820000000036,0,0
188,1,0,41910.9,discharging,0.0499931334,2.91798276,2,other,7,0.0124388391272161,0.0153349757166814,43374.42,26.4179999999978,0,0
189,1,0,41935.668,discharging,0.05,2.89784085,2,other,7,0.0127828155061122,0.0163352284516273,43374.42,24.7679999999964,0,0
190,1,0,41958.972,discharging,0.05,2.87785153,2,other,7,0.0131064821727788,0.0172699280017905,43374.42,23.3040000000037,0,0
191,1,0,41980.068,discharging,0.0500045777,2.85786221,2,other,7,0.0133994955854398,0.0181102483962377,43374.42,21.0959999999977,0,0
192,1,0,41999.34,discharging,0.0500068666,2.8377203,2,other,7,0.0136671928846828,0.018872594362308,43374.42,19.2719999999972,0,0
193,1,0,42017.262,discharging,0.0500022889,2.81757839,2,other,7,0.0139161323409148,0.0195765079674221,43374.42,17.9220000000059,0,0
194,1,0,42033.6,discharging,0.05,2.79758907,2,other,7,0.0141430542014771,0.0202136101430293,43374.42,16.3379999999961,0,0
195,1,0,42048.618,discharging,0.0500022889,2.77759976,2,other,7,0.0143516423090744,0.0207950691390858,43374.42,15.0180000000037,0,0
196,1,0,42062.892,discharging,0.0499977111,2.75745785,2,other,7,0.0145498923090743,0.0213437318160758,43374.42,14.2739999999976,0,0
197,1,0,42076.638,discharging,0.05,2.73746853,2,other,7,0.0147408046058494,0.0218682562803081,43374.42,13.7459999999992,0,0
198,1,0,42089.82,discharging,0.0499954223,2.71732662,2,other,7,0.014923879558177,0.0223675745457344,43374.42,13.1820000000007,0,0
199,1,0,42102.51,discharging,0.0500045777,2.6973373,2,other,7,0.0151001295581769,0.0228447416424064,43374.42,12.6900000000023,0,0
200,1,0,42114.9,discharging,0.0499954223,2.6770428,2,other,7,0.0152722128915103,0.0233071624233797,43374.42,12.3899999999994,0,0
201,1,0,42127.092,discharging,0.0499977111,2.65690089,2,other,7,0.015441534597401,0.0237587386067055,43374.42,12.1919999999955,0,0
202,1,0,42138.822,discharging,0.0499977111,2.63691157,2,other,7,0.0156044438060685,0.024189944006052,43374.42,11.7300000000032,0,0
203,1,0,42150.39,discharging,0.0500022889,2.61661707,2,other,7,0.0157651104727352,0.0246119773988323,43374.42,11.5679999999993,0,0
204,1,0,42161.712,discharging,0.0500022889,2.59647517,2,other,7,0.0159223676713257,0.0250218755396605,43374.42,11.3220000000001,0,0
205,1,0,42172.71,discharging,0.0499931334,2.57633326,2,other,7,0.0160751106788889,0.0254169308390764,43374.42,10.9979999999996,0,0
206,1,0,42183.438,discharging,0.0500022889,2.55634394,2,other,7,0.016224103858116,0.0257992976497194,43374.42,10.7280000000028,0,0
207,1,0,42193.908,discharging,0.0499977111,2.53604944,2,other,7,0.0163695205247826,0.026169557152606,43374.42,10.4700000000012,0,0
208,1,0,42204.078,discharging,0.0499977111,2.51606012,2,other,7,0.0165107640586401,0.0265263460564507,43374.42,10.1699999999983,0,0
209,1,0,42211.842,discharging,0.0499977111,2.50003815,2,other,7,0.0166185924555791,0.0267967849741221,43374.42,7.76399999999558,0,0
210,1,0,42211.848,hold,0,2.51285573,3,rest,8,0.0166186341203384,0.0267968891376097,43374.42,0.00600000000122236,0,0
211,1,0,42221.85,hold,0,2.60318914,3,rest,8,0.0166186341203384,0.0267968891376097,43374.42,10.0020000000004,0,0
